anime_id,name,genre,type,episodes,rating,members
13563,"The Four Seasons",3255,3,4,6.42,1190
13969,"Thermae Romae x Yoyogi Animation Gakuin Collaboration",2085,5,1,6.43,1260
31750,"TV-ban Pokemon Special Masara Town-hen Soushuuhen",62,4,3,6.43,485
11445,"UFO Princess Valkyrie: Recap",2270,5,1,6.44,739
3361,"UFO Senshi Dai Apolon",1090,6,26,6.43,312
9526,"Wolf Guy",1112,4,6,6.43,412
2024,"Yoshimune",2071,6,24,6.43,393
33056,"Buddy Go!",2277,5,3,6.42,1415
9591,"Code Geass: Hangyaku no Lelouch R2: Flash Specials",3177,5,9,6.42,9291
8548,"Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...",2322,1,1,6.42,506
33499,"Ganbare! Kickers Specials",2741,5,2,6.43,141
1868,"Gin&#039;iro no Olynsis: Tokito",1477,6,12,6.42,5305
9389,"Ginga Hyouryuu Vifam: Kieta 12-nin",326,4,1,6.42,205
33024,"Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa",1089,5,1,6.42,2189
4385,"Great Mazinger tai Getter Robo",1090,1,1,6.42,976
4386,"Great Mazinger tai Getter Robo G: Kuuchuu Dai-Gekitotsu",1090,1,1,6.42,786
5168,"Hairy Tale",2973,5,1,6.42,3510
3838,"Himitsu no Akko-chan 2",3068,6,61,6.42,375
7017,"K-On!: Ura-On!",1677,5,7,6.42,36560
3278,"Kinnikuman: New York Kiki Ippatsu!",646,1,1,6.42,278
2260,"Kirameki☆Project",1906,4,5,6.42,1195
4023,"Kitty&#039;s Paradise",2814,6,16,6.42,532
31156,"Kuusen Madoushi Kouhosei no Kyoukan OVA",722,4,1,6.42,8632
9691,"Kyomu Senshi Miroku",673,4,6,6.42,207
9792,"Licca-chan Fushigi na Fushigi na Yunia Monogatari",1594,4,2,6.42,307
4049,"Mafukiden: Pandarian",1287,6,26,6.42,367
349,"Magical Canan",2469,6,13,6.42,2942
31845,"Masou Gakuen HxH",442,6,12,6.42,68025
19257,"Meganebu!",2311,6,12,6.42,22411
8960,"MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu",382,6,10,6.42,787
5006,"Nagagutsu Sanjuushi",1535,1,1,6.42,542
9106,"Nogsaegjeoncha Haemosu",264,6,26,6.42,287
9015,"O-bake no... Holly",1975,6,200,6.42,194
25257,"Persona 4 the Animation: Mr. Experiment Shorts",1677,5,5,6.42,2196
3819,"Sasurai no Taiyou",2627,6,26,6.42,316
31540,"Sekkou Boys",2188,6,12,6.42,28303
31867,"Shoujo-tachi wa Kouya wo Mezasu OVA",3218,4,1,6.42,7194
21119,"Sister Princess: Re Pure Character&#039;s",2674,5,12,6.42,544
33668,"Soushin Shoujo Matoi",3073,6,12,6.42,12549
3507,"Survival",2367,2,1,6.42,2153
18637,"Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou",1095,1,1,6.42,402
8449,"Togainu no Chi",1164,6,12,6.42,53377
8961,"Tono to Issho: Ippunkan Gekijou",2292,6,12,6.42,2321
6127,"Toradora!: SOS!",1677,5,4,6.42,54096
6234,"True Tears Specials",2222,5,7,6.42,7296
10405,"Xi Avant",1644,1,1,6.41,2379
12683,"Yumeyume",3116,2,1,6.42,915
5396,"Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen",3079,4,2,6.42,284
17681,"Zettai Bouei Leviathan",1987,6,13,6.42,18202
3914,"1001 Nights",2412,1,1,6.41,4930
14077,"Blood-C: None-None Gekijou",2215,3,7,6.41,5273
14237,"Busou Shinki",1171,6,12,6.41,24595
33314,"Digimon Universe: Appli Monsters",62,6,-1,6.41,3676
23985,"Futari Ecchi (2014)",1930,4,3,6.41,3479
3015,"Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa",798,1,1,6.41,6579
1679,"Green Green Specials",1936,4,3,6.41,7526
3022,"Haai Step Jun",1146,6,45,6.41,400
4513,"Hakujaden",1528,1,1,6.41,1542
30145,"Harukanaru Toki no Naka de: Hachiyou Shou Recap",2408,5,1,6.41,284
4928,"Idol Tenshi Youkoso Yoko",1827,6,43,6.41,419
2422,"Kenritsu Chikyuu Boueigun",126,4,1,6.41,939
3315,"Kikou Keisatsu Metal Jack",1082,6,37,6.41,349
32202,"Kimi ni Maji Kyun!",3058,4,1,6.42,1801
3276,"Kinnikuman: Gyakushuu! Uchuu Kakure Choujin",646,1,1,6.41,287
2162,"Koutetsu Sangokushi",1587,6,25,6.41,6544
555,"Koutetsu Tenshi Kurumi 2",2177,6,12,6.41,8094
1280,"Mamono Hunter Youko",1973,4,6,6.41,6385
32041,"Mori no Densetsu: Dai Ni Gakushou",2780,1,1,6.41,251
8896,"Natsufuku no Shoujo-tachi",2525,5,1,6.41,347
28963,"Nekota no Koto ga Kininatte Shikatanai.",3221,5,1,6.41,612
18639,"Rinne no Lagrange Season 2 Specials",1677,5,6,6.41,1599
33192,"Robot Town Sagami 2028",2438,3,1,6.41,386
6979,"Shukufuku no Campanella",1515,6,12,6.41,20054
1713,"Submarine Super 99",335,6,13,6.41,684
2027,"Wind: A Breath of Heart Specials",2249,5,4,6.41,1335
8985,"Yojouhan Shinwa Taikei Specials",1677,5,3,6.41,10005
21861,"Airy Me",2363,2,1,6.4,1561
5112,"Akikan!",1853,6,12,6.4,74097
6287,"Akikan!: Kan Ippatsu!? Onsen Panic",1833,4,1,6.4,17949
10526,"Duel Masters Zero",1013,6,25,6.4,795
5375,"Gakkyuu Ou Yamazaki",1677,6,53,6.4,465
3671,"Genesis Climber Mospeada: Love, Live, Alive",1069,4,1,6.4,712
2474,"Ginga Ojousama Densetsu Yuna: Shin&#039;en no Fairy",98,4,3,6.4,1256
16740,"Hanamaru Youchien Special Preview",2294,5,1,6.4,1093
22443,"Hello Kitty no Alps no Shoujo Heidi",3023,4,1,6.4,153
28911,"Hidamari Sketch Recap",2311,5,1,6.4,455
28883,"Hidan no Aria AA",1155,6,12,6.4,39538
360,"Himiko-den",1452,6,12,6.4,3731
3839,"Himitsu no Akko-chan 3",3068,6,44,6.4,378
7729,"Hokkyoku no Muushika Miishika",1195,1,1,6.4,172
21077,"Kakumeiki Valvrave Recaps",1053,3,3,6.39,1924
2075,"Kiko-chan Smile",1341,6,51,6.4,297
2526,"Kirara",1937,4,1,6.4,1596
19575,"Kobayashi ga Kawai sugite Tsurai!!",3196,4,2,6.4,4251
6227,"Lovedol: Lovely Idol OVA",1713,4,1,6.4,1135
1503,"Mahou Shoujo Pretty Sammy Specials",1297,5,7,6.4,798
1580,"Mouryou Senki Madara",1419,4,2,6.4,813
749,"Nanami-chan",2105,6,12,6.4,828
13681,"Nekogami Yaoyorozu Specials",2338,5,7,6.4,915
19731,"Osamu to Musashi",1535,1,1,6.4,143
3768,"Play Ball",1185,6,13,6.4,413
980,"Rikujou Bouei-tai Mao-chan",2107,6,26,6.4,2934
11049,"Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi",2868,1,1,6.4,185
1500,"Teizokurei Daydream",1716,4,4,6.4,5305
10594,"Tokimeki Tonight Recaps",2010,5,2,6.4,220
33247,"Tsubasa to Hotaru (2016)",3196,5,3,6.4,1411
9566,"Umi kara no Shisha",1099,1,1,6.4,826
30751,"Usavich Zero",1677,6,13,6.4,619
4420,"Vampiyan Kids: Pilot",555,5,1,6.4,435
4591,"Yoiko",2311,6,20,6.4,2238
1583,"009-1",1091,6,12,6.39,11097
26189,"Ai Tenshi Densetsu Wedding Peach Specials",1358,5,2,6.39,446
15085,"Amnesia",2813,6,12,6.39,134349
7779,"Andersen Monogatari (TV)",2461,6,52,6.39,389
7752,"Bao Lian Deng",217,1,1,6.39,225
34173,"Buddy Go! 2",2277,5,4,6.39,304
14277,"Chitose Get You!!",2254,6,26,6.39,12886
22733,"Dragon Collection",2866,6,51,6.39,3229
6062,"Duel Masters Movie 2: Lunatic God Saga",130,1,1,6.39,522
32785,"Future Card Buddyfight DDD",2874,6,-1,6.39,912
8157,"Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha",1283,1,1,6.39,241
3906,"H. P. Lovecraft&#039;s The Dunwich Horror and Other Stories",2984,4,1,6.39,1704
2281,"Jikuu Tantei Genshi-kun",1310,6,39,6.39,5541
9748,"Kaze wo Nuke!",3259,4,1,6.39,187
7505,"Knyacki!",1732,3,-1,6.38,242
1591,"Kujibiki♥Unbalance",2249,6,12,6.39,9021
10755,"Lupin tai Holmes",3143,5,1,6.39,331
3475,"Muramasa",2944,1,1,6.39,2535
15881,"Oniichan dakedo Ai Sae Areba Kankeinai yo ne! Specials",1833,5,6,6.39,16618
31927,"Phantom of the Kill: Zero kara no Hangyaku",217,1,1,6.39,4893
25365,"Pokemon XY: Koukoku no Princess Diancie",1974,5,1,6.4,2829
8840,"Senkou no Night Raid: Yogen",977,5,1,6.39,2752
23433,"Shin Strange+",2342,6,12,6.39,9385
25883,"Taisei Kensetsu: Vietnam Noi Bai Kuukou",2438,5,1,6.39,2258
2679,"Teki wa Kaizoku: Neko-tachi no Kyouen",2317,4,6,6.39,720
4533,"Uchuu Kazoku Carlvinson",2015,4,1,6.39,649
9100,"Umi Monogatari: Marin no Kore Naani?",1677,5,4,6.39,1229
8249,"Votoms Finder",776,4,1,6.39,1735
12123,"Yurumates 3D",2333,6,13,6.39,5678
6094,"A Piece of Phantasmagoria",2814,4,15,6.38,1862
13859,"Accel World: Acchel World.",2317,5,8,6.38,26190
17167,"Akai Koudan Zillion Specials",1645,5,3,6.38,262
2789,"B-Densetsu! Battle Bedaman",1543,6,52,6.38,6545
2156,"Bakugan Battle Brawlers",873,6,52,6.38,25846
301,"Cinderella Boy",114,6,13,6.38,3246
13807,"Corpse Party: Missing Footage",3008,4,1,6.38,57507
29165,"Daitoshokan no Hitsujikai Picture Drama",1833,5,6,6.38,2487
32264,"Dear Brave",3119,2,1,6.38,522
1337,"Dororon Enma-kun",1699,6,25,6.38,1898
1344,"Eightman After",822,4,4,6.38,1771
24675,"Future Card Buddyfight Recap",2874,5,1,6.38,277
16912,"gdgd Fairies 2 Episode 0",1958,5,1,6.38,367
6271,"Gendai Kibunroku Kaii Monogatari",2984,4,1,6.38,704
581,"Honoo no Labyrinth",1268,4,2,6.38,5958
2523,"Izumo: Takeki Tsurugi no Senki",1438,6,12,6.38,7748
10132,"Jin Sheng Yuan",3116,2,1,6.38,406
7170,"Kataku",2428,1,1,6.38,1025
23341,"Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!",2135,3,6,6.38,13068
15717,"Nagareboshi Lens Specials",3207,5,3,6.38,1557
19351,"Nijiiro☆Prism Girl",2256,4,4,6.38,1390
9731,"Nurarihyon no Mago Recaps",707,5,2,6.38,9781
1547,"Obake no Q-tarou",2313,6,96,6.38,250
29511,"Ongaku Shoujo",3137,1,1,6.38,6289
3004,"Saint Beast: Ikusen no Hiru to Yoru-hen",2826,4,2,6.38,2708
1508,"Sci-fi Harry",2572,6,20,6.38,5194
5693,"Shinran-sama: Negai, Soshite Hikari",2941,4,1,6.38,150
13175,"Shiranpuri (Movie)",2709,1,1,6.38,3104
6437,"Sora wo Kakeru Shoujo Picture Drama",1391,5,9,6.38,1716
3724,"Taiko no Tatsujin",2874,6,26,6.38,406
8214,"Tekkamen wo Oe: &quot;d&#039;Artagnan Monogatari&quot; yori",962,5,1,6.38,349
3512,"Tenshi Nanka ja Nai",1708,4,1,6.38,2027
927,"Transformers Superlink",1618,6,51,6.38,2691
2700,"Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama",639,6,13,6.38,585
30385,"Valkyrie Drive: Mermaid",847,6,12,6.38,45400
30445,"Wake Up, Girls! Deai no Kiroku: A Brief Recording",3116,4,1,6.39,810
21595,"Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special",875,5,1,6.38,1172
28593,"Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials",1677,5,5,6.38,3818
454,".hack//Gift",1959,4,1,6.37,15411
791,"Arion",165,1,1,6.37,2415
12581,"Asa made Jugyou Chu!",1920,4,1,6.37,25285
9165,"Attack No.1: Namida no Kaiten Receive",2737,1,1,6.37,248
4509,"Captain Future: Kareinaru Taiyokei Race",353,5,1,6.37,394
9935,"Chocolat no Mahou",2595,4,13,6.37,3800
4014,"Choujin Locke: Lord Leon",1175,4,3,6.37,483
2760,"Densetsu Kyojin Ideon: Sesshoku-hen",2617,1,1,6.37,1740
4443,"Duel Masters Charge",130,6,52,6.37,2827
10524,"Duel Masters Victory",130,6,52,6.37,574
4298,"Futari no Joe",3251,4,6,6.37,461
8149,"Gegege no Kitarou (1968 Movie)",1283,1,1,6.37,346
8533,"Hana no Kage",2392,3,1,6.37,987
3175,"Kaitei Choutokkyuu: Marine Express",33,5,1,6.37,551
32503,"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",2749,5,1,6.37,372
16149,"Kick-Heart",2287,1,1,6.37,8007
17791,"Kyoto Animation: Ikitaku Naru Omise-hen",3232,5,1,6.37,2708
23897,"Lovely Movie: Itoshi no Muco",3255,6,20,6.37,503
28179,"Miss Monochrome: The Animation - Manager",2196,4,1,6.37,3808
32233,"MitchiriNeko March",3116,2,1,6.37,126
4614,"Moero Arthur: Hakuba no Ouji",1460,6,22,6.37,267
9290,"Moyashimon CGI Anime",2316,4,1,6.37,1415
7108,"Shikabane Hime: Puchitto",1677,5,1,6.37,3377
835,"Sister Princess: Re Pure",2674,6,13,6.37,5782
2714,"Sotsugyou: Graduation",2709,4,2,6.37,548
8042,"Taishou Yakyuu Musume. Specials",3229,5,2,6.37,907
8011,"Time Bokan Series: Gyakuten Ippatsuman",584,6,58,6.37,334
5344,"Time Bokan Series: Itadakiman",3079,6,20,6.37,298
2103,"TO-Y",2644,4,1,6.37,1275
6276,"Umezu Kazuo no Noroi",2984,4,1,6.37,2361
11699,"Yurumates wa?",2333,4,1,6.37,1747
25833,"Zephyr",2627,5,1,6.37,1478
33964,"91 Days Recap",738,5,1,6.35,9453
14007,"Akai Shouzou: Char, Soshite Frontal e",2609,5,1,6.36,686
5098,"Andersen Monogatari",2461,1,1,6.36,364
1380,"Blue Gender: The Warrior",1465,1,1,6.36,7197
2885,"Ganbare Goemon",2344,6,23,6.36,713
20187,"Genei wo Kakeru Taiyou: Fumikomenai Kokoro",3054,5,1,6.36,4545
5652,"Glass no Kantai: La Legende du Vent de l&#039;Univers Specials",1644,5,2,6.36,1005
13215,"Guskou Budori no Denki (2012)",2464,1,1,6.36,2936
2739,"Highschool Aurabuster: Hikari no Mezame",2501,4,3,6.36,347
3834,"Hoshi no Ko Chobin",1644,6,26,6.36,231
10832,"Ikoku Meiro no Croisée: Yune &amp; Alice",2978,5,7,6.36,3409
28713,"Isuca: Gokuraku",1931,4,1,6.36,9464
2609,"Kakyuusei (1999)",2514,6,14,6.36,1578
1777,"Kaze no Tairiku",266,1,1,6.36,2552
2155,"Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e",2897,6,13,6.36,12622
19401,"Kuusou no Sora Tobu Kikaitachi",2941,1,1,6.36,651
10562,"Machine Hayabusa",381,6,21,6.36,227
499,"Makai Toshi Shinjuku",1593,4,1,6.36,7293
1832,"Meiou Project Zeorymer",784,4,4,6.36,2504
9254,"Mianhada Saranghanda",2438,1,1,6.36,969
337,"Psychic Academy",2288,6,24,6.36,7751
18413,"Puchitto Gargantia",3099,3,13,6.36,7170
32308,"Rilu Rilu Fairilu: Yousei no Door",2826,6,-1,6.36,1293
9424,"Seupideuwang Beongae",947,6,26,6.36,226
22231,"Tenshi no Shippo Chu!: Shoushuuhen Tenshi no Utagoe",2830,4,1,6.36,289
13843,"Wild Adapter",807,4,2,6.36,5196
15313,"Wooser no Sono Higurashi",2021,6,12,6.36,8081
2840,"Youkoso Lodoss-tou e!",2215,1,1,6.36,1156
8812,"Alice SOS",1195,6,28,6.35,734
24531,"Ane Log: Moyako Neesan no Tomaranai Monologue",1942,4,3,6.35,9588
20365,"Another: Misaki Mei - Shizuka ni",3116,2,1,6.36,10775
10194,"Badaui Jeonseol Jangbogo",114,6,26,6.35,371
25839,"Bonjour♪Koiaji Pâtisserie",2055,3,24,6.35,22127
6872,"Cyborg 009",202,1,1,6.35,1216
6628,"Dengeki Bunko 2007 Movie Festival Special",1677,5,1,6.35,2793
8491,"Digimon Savers 3D: Digital World Kiki Ippatsu!",236,1,1,6.35,3720
21997,"Duel Masters Victory V",130,6,51,6.35,363
9880,"Esper Mami: Hoshizora no Dancing Doll",2866,1,1,6.35,236
8584,"Future War 198X-nen",2618,1,1,6.35,444
3215,"Fuyu no Hi",2941,1,1,6.35,2380
2423,"Grey: Digital Target",927,1,1,6.35,1052
1977,"Hijikata Toshizou: Shiro no Kiseki",750,4,1,6.35,1965
7230,"Hoshi ni Negai wo: Cold Body + Warm Heart",1644,3,1,6.35,1217
848,"Jinki:Extend OVA",3099,4,1,6.35,1985
577,"Kagihime Monogatari Eikyuu Alice Rinbukyoku",2826,6,13,6.35,5623
3214,"Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu",370,4,1,6.35,437
14247,"Lunn wa Kaze no Naka",2674,4,1,6.35,403
2059,"Mainichi ga Nichiyoubi",2248,4,6,6.35,735
15565,"Maken-Ki! Two",851,6,10,6.35,49842
31923,"Mini Hama: Minimum Hamatora Movies",2211,1,2,6.35,833
9523,"Minori Scramble!",1677,4,1,6.35,2208
5585,"New Dream Hunter Rem: Yume no Kishitachi",2759,4,1,6.35,586
4024,"Sanrio Anime Sekai Meisaku Gekijou",1535,6,13,6.35,611
2406,"Sazae-san",2350,6,-1,6.35,1632
19573,"Short Peace Opening",2861,5,1,6.35,2790
10349,"Suzy&#039;s Zoo: Daisuki! Witzy",3023,6,25,6.35,369
30585,"Taifuu no Noruda",2711,1,1,6.35,14281
4451,"Tanin no Kankei",1920,4,2,6.35,868
17959,"Tetsuwan Atom: Atom Tanjou no Himitsu",2614,1,1,6.35,342
5475,"Time Bokan 2000: Kaitou Kiramekiman",107,6,26,6.35,305
12867,"Tsuki no Sango",2438,1,1,6.35,1661
2566,"Uchuujin Tanaka Tarou",2306,6,24,6.35,386
6822,"Ukkari Pénélope (2009)",2350,6,26,6.35,317
3290,"Vampiyan Kids",1974,6,23,6.35,435
8240,"Wanpaku Oomukashi Kum Kum",1330,6,26,6.35,229
547,"Wind: A Breath of Heart OVA",2687,4,3,6.35,2043
1630,"Yousei Hime Ren",1270,4,2,6.35,2253
9595,"Amanatsu",3232,1,1,6.34,1305
27619,"Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue",1933,4,6,6.34,2866
10901,"Aoi Hitomi no Onnanoko no Ohanashi",2525,5,1,6.34,373
2309,"Azusa, Otetsudai Shimasu!",2329,4,1,6.34,1973
2023,"Bakuen Campus Guardress",635,4,4,6.34,1491
6920,"Blade",765,6,12,6.34,14100
693,"Burn Up Scramble",400,6,12,6.34,5899
6645,"Chuu Bra!!",1939,6,12,6.34,32470
17205,"Cowboy Bebop: Ein no Natsuyasumi",1195,5,1,6.34,9456
8550,"Dr. Slump Movie 10: Arale no Bikkuriman",2322,1,1,6.34,513
14073,"Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu",1916,3,10,6.34,16438
6557,"Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi",1295,4,4,6.34,464
8178,"Fujoshi no Hinkaku",3255,4,1,6.34,633
5862,"Fumoon",3232,5,1,6.34,354
20929,"Galo Sengen",3116,2,1,6.34,586
33498,"Ganbare! Kickers: Hitoribocchi no Ace Striker",2741,5,1,6.34,145
8150,"Gegege no Kitarou: Chisougan",1283,1,1,6.34,188
7596,"Haiyoru! Nyaruani",2229,4,9,6.34,18386
1850,"Haou Daikei Ryuu Knight: Adeu Legend II",253,4,3,6.34,430
30155,"Hoshi no Kirby: Tokubetsu-hen - Taose!! Koukaku Majuu Ebizou",58,5,1,6.34,384
12579,"Itsuka Tenma no Kuro Usagi Picture Drama",1935,5,6,6.34,3463
31762,"King of Prism by Pretty Rhythm",3134,1,1,6.34,2897
8141,"Konchuu Monogatari Mitsubachi Hutch: Yuuki no Melody",1216,1,1,6.34,233
6994,"Koneko no Studio",1677,1,1,6.34,373
3448,"Mad★Bull 34",1137,4,4,6.34,3216
10465,"Manyuu Hikenchou",467,6,12,6.34,32171
1162,"Maze☆Bakunetsu Jikuu",1308,4,2,6.34,1835
1071,"Memories Off #5 Togireta Film The Animation",2674,4,1,6.34,2068
21479,"Metal Fight Beyblade Zero G Specials",1657,5,7,6.34,915
24713,"Miss Monochrome: The Animation - Soccer-hen",2351,3,1,6.34,5455
8848,"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!",2333,1,1,6.34,175
9587,"Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!",1867,6,12,6.34,51637
11595,"Perman (1983)",2123,6,526,6.34,447
22215,"Pretty Rhythm: All Star Selection",3134,6,11,6.34,1145
30912,"Robot Girls Z Episode 0",2172,3,1,6.34,1271
4213,"Saishuu Shiken Kujira Progressive",2674,4,1,6.34,1710
7759,"Saki Picture Drama",2350,5,7,6.34,2767
2770,"SF Shinseiki Lensman",359,1,1,6.34,1405
4948,"Shounen Sarutobi Sasuke",1511,1,1,6.34,564
5369,"Street Fighter: Aratanaru Kizuna",363,4,1,6.34,5106
1582,"Submarine 707R",334,4,2,6.34,1712
25169,"Tamayura: More Aggressive Picture Drama",1708,5,1,6.34,809
31668,"Teekyuu 5 Specials",2308,5,2,6.35,1308
30178,"Tiger &amp; Bunny Recaps",602,4,2,6.34,516
33023,"Touken Ranbu: Hanamaru",402,6,12,6.34,30310
2516,"Uchuu no Senshi",3086,4,6,6.34,2596
12411,"UN-GO: Inga Nikki",3177,3,10,6.34,4951
1959,"Wild 7",815,4,2,6.34,679
16233,"Yowai Mushi",2627,5,1,6.34,1154
16574,"Yu☆Gi☆Oh! Zexal Special",875,5,1,6.34,1965
1994,".hack//Tasogare no Udewa Densetsu: Offline de Aimashou",1273,5,1,6.33,8891
33326,"Aftermath",2619,2,1,6.33,258
6688,"Batain Lai!! Minami no Shima no Mizu Monogatari",2981,1,1,6.33,334
3120,"Bobby ni Kubittake",2703,1,1,6.33,1470
1494,"Darkside Blues",2992,1,1,6.33,5224
3518,"Ginga no Uo Ursa Minor Blue",2814,4,1,6.33,1568
11769,"Gokujo.: Gokurakuin Joshikou Ryou Monogatari",1941,6,12,6.33,17103
16646,"Hanamaru Youchien: Panda Neko Taisou",2112,5,8,6.34,1430
7405,"Jankenman",1658,6,51,6.33,255
2738,"Kasumin 3rd Season",2814,6,26,6.33,287
511,"Kidou Shinsengumi Moeyo Ken TV",1277,6,13,6.33,3424
23367,"Kitakubu Katsudou Kiroku: Miniature Theater",2294,5,6,6.33,1154
7376,"Kurumiwari Ningyou",2487,1,1,6.33,225
12433,"Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue",3143,3,1,6.33,2609
30652,"Long Riders!",2347,6,12,6.33,11562
15177,"Macross FB7: Ore no Uta wo Kike!",1072,1,1,6.33,2398
22435,"New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai",1090,5,1,6.33,1555
16397,"Photokano",2768,6,13,6.33,53319
31113,"Puchitto Furikaerintia",326,5,1,6.33,1003
818,"Sakura Tsuushin",1813,4,12,6.33,7342
1100,"Soreyuke! Uchuu Senkan Yamamoto Yohko",1388,4,3,6.33,1735
21507,"Soul Eater NOT!",480,6,12,6.33,92269
4599,"Tanoshii Willow Town",2814,6,26,6.33,295
3115,"Toki no Tabibito: Time Stranger",347,1,1,6.33,941
5308,"Ushio to Tora: Comically Deformed Theater",382,4,1,6.33,1501
6425,"Weiß Survive",1859,6,16,6.33,13591
6987,"Aki-Sora",2770,4,1,6.32,54567
2537,"Angelique: Twin Collection",2859,4,8,6.32,906
7334,"Bakugan Battle Brawlers: Gundalian Invaders",225,6,39,6.32,11110
17295,"Cosmic Break",2504,3,4,6.32,280
6496,"Cutey Honey Flash: The Movie",1356,1,1,6.32,1577
9972,"Document Taiyou no Kiba Dagram",2608,1,1,6.32,336
23333,"DRAMAtical Murder",1142,6,12,6.32,80121
7252,"Enchanted Journey",1433,1,1,6.32,223
2196,"Genmu Senki Leda",240,4,1,6.32,1925
9598,"Haiyoru! Nyaruani: Remember My Love(craft-sensei)",2317,6,11,6.32,17934
17897,"Hana wa Saku",3116,5,1,6.32,762
7723,"Hipira-kun",1986,6,10,6.32,1923
7169,"Ibara-Hime matawa Nemuri-Hime",2525,1,1,6.32,586
9172,"Kaitei Sanman Mile",1511,1,1,6.32,189
1856,"Kimi ga Nozomu Eien: Ayu Mayu Gekijou",1677,3,7,6.32,4503
3723,"Koala Boy Kokki",1677,6,26,6.32,360
5725,"Kodai Ouja Kyouryuu King: Yokuryuu Densetsu",269,6,30,6.32,1710
29301,"Kurage no Shokudou",2742,4,1,6.32,8112
33795,"Mahou Shoujo Nante Mou Ii Desukara. 2nd Season",2135,6,12,6.32,5676
18449,"Mobile Suit Gundam Battlefield Record: Avant-Title",3103,3,1,6.32,1169
28381,"Monster High: Kowa-ike Girls",3047,3,8,6.32,244
4719,"Queen&#039;s Blade: Rurou no Senshi",209,6,12,6.32,51170
3877,"Sasurai no Shoujo Nell",1585,6,26,6.32,356
445,"Tales of Eternia The Animation",1315,6,13,6.32,11582
17969,"Tanken Driland: 1000-nen no Mahou",1511,6,51,6.32,680
4033,"The iDOLM@STER Live For You!",1770,4,1,6.32,6601
176,"Triangle Heart: Sweet Songs Forever",1640,4,4,6.32,4543
30865,"Umi ni Ochita Tsuki no Hanashi",3023,1,1,6.32,293
7818,"Yousei Ou",2864,4,1,6.32,374
16576,"Yu☆Gi☆Oh! Zexal Second: Midokoro Tenkomori Special",875,5,1,6.32,1832
19029,"Yuyushiki: Nyanyashiki",1677,5,6,6.32,6805
12131,"30-sai no Hoken Taiiku Specials",2765,5,3,6.31,3073
24699,"Ai Tenchi Muyou!",2322,6,50,6.31,15313
6077,"Akubi Girl",1958,6,26,6.31,328
231,"Asagiri no Miko",407,6,26,6.31,4721
9164,"Attack No.1: Namida no Fushichou",2737,1,1,6.31,248
25965,"Backkom 2",2105,6,52,6.31,162
31049,"Beyblade Burst",357,6,-1,6.31,3221
4095,"Chuumon no Ooi Ryouriten (1991)",2812,1,1,6.31,2304
2285,"D.I.C.E.",293,6,40,6.31,2744
6215,"Dr.",301,2,1,6.31,1616
12485,"Gregory Horror Show: The Bloody Karte",1703,5,12,6.31,399
1552,"Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita",1786,1,1,6.31,399
6992,"Hoshi ni Negai wo: Fantastic Cat",1644,3,1,6.31,1140
32065,"Kimi no Sumu Machi",1677,5,1,6.31,398
31091,"Komori-san wa Kotowarenai!",2311,6,12,6.31,24377
23989,"Maken-Ki! Two Specials",2749,5,5,6.32,7858
6695,"Mangchi",1270,1,1,6.31,461
1628,"Maou Dante",692,6,13,6.31,3907
3898,"Mazinger Z tai Devilman",1417,1,1,6.31,1481
7740,"Queen&#039;s Blade: Gyokuza wo Tsugu Mono Specials",209,5,6,6.31,7496
2244,"Rakugo Tennyo Oyui",2071,6,12,6.31,1086
2068,"Sousei Kishi Gaiarth",326,4,3,6.31,1104
7705,"Starry☆Sky",2902,3,26,6.31,37155
3989,"Suna no Bara: Yuki no Mokushiroku",1,4,1,6.31,633
309,"Akahori Gedou Hour Rabuge",2137,6,13,6.3,3271
7610,"Anju to Zushioumaru",2797,1,1,6.3,637
6095,"Azuki-chan the Movie",2279,1,1,6.3,390
1542,"Brain Powerd",326,6,26,6.3,5058
1828,"Catblue: Dynamite",872,3,1,6.3,1311
